BatchId,SourceFile,TargetRelPath,Decision,Reason
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\01. Corporate Governance\Board & Executive,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\05. Communications\Official Templates,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\05. Communications\Announcements,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\05. Communications\Internal,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\05. Communications\External,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\04. Finance (Executive Copies Only)\Investor Pack,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\04. Finance (Executive Copies Only)\Financial Reports,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\04. Finance (Executive Copies Only)\Budgets,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\04. Finance (Executive Copies Only)\Capital Raising,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq03,TSi — Corporate\04. Finance (Executive Copies Only)\Forecasting,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\02. Legal folder\Compliance (1),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\02. Legal folder\Insurance,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\02. Legal folder\Disputes & Claims,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\02. Legal folder\Compliance,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\02. Legal folder\Contracts,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\02. Legal folder\IP & Trademarks,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 04 - Organisation Command Model (OCM),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq04,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 06 - AI-Integrated Workflows (Draft),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\8. ARCHIVAL RULES (OS-07-E),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\4. CHANGE LOG FORMAT (OS-07-A TEMPLATE),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\5. MASTER CHANGE REGISTER (OS-07-B),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\7. AI RULES FOR CHANGE CONTROL (OS-07-D),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\10. OS-07 MASTER SUMMARY,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq05,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\6. CHANGE IMPLEMENTATION WORKFLOW (OS-07-C),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\3. VERSIONING RULES (MANDATORY),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\9. SECURITY & ACCESS CONTROL (OS-07-F),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\1. SCOPE,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 07 - OS Change Log (Master)\2. CHANGE CONTROL PRINCIPLES,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 04 - Organisation Command Model (OCM)\TSI-OS 04-04 — Responsibilities Matrix,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 04 - Organisation Command Model (OCM)\TSI-OS 04-03 — Escalation Flows,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 04 - Organisation Command Model (OCM)\TSI-OS 04-02 — Decision Authority Matrix,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 04 - Organisation Command Model (OCM)\TSI-OS 04-01 — Command Levels,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-08  TSI Divisions,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq06,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-07  Training Matrix,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-03  Division Leads,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-01  AI Behaviour & Instruction Register (for ChatGPT continuity),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-02  Decision Control Register,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-04  Document Homes,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-06  OS Change Log,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-05  Emergency OS Restore Procedure,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-05 — Brand Strategy Framework,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-01 — Enterprise Build Strategy,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-02 — 3-Year Roadmap,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq07,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-04 — Quarterly OKRs,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-03 — Annual Plan Template,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-02 — Command Words Register,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-01 — AI CONTINUITY PROTOCOL (ACP v3),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-03 — Instruction Chain Hierarchy,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-04 — AI Agent Register.gsheet,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,EXECUTE,
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-06 — Legal Documents Standard,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-04 — Approval Workflow,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-07 — Versioning Format,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq08,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-01 — Naming Convention,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-03 — Document Types,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-05 — Execution Only Documents,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-08 — Disposal & Archive Rules,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-02 — Folder Standard,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\3. COMMAND WORDS (MANDATORY ACP WORDS),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\5. ERROR RECOVERY  ACP v3 RESTORE PROCEDURE,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\1. SCOPE,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\4. AI FAILURE PREVENTION RULES (ZERO-DRIFT SYSTEM),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\7. VERSION HISTORY,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq09,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\8. SUMMARY,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq10,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\6. SECURITY,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq10,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\2. ACP v3 — MEMORY CHAIN (MANDATORY),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq10,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 06 - AI-Integrated Workflows (Draft)\2. Master Workflow List (OS-06-A),TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
Batch_MIGRATE_1__Corporate_2026-03-01_18-25-06_seq10,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 06 - AI-Integrated Workflows (Draft)\1. AI Workflow Architecture Overview,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,SKIP_PRECHECK,Missing source
